Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2001","2001","1000 US$","165314","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2002","2002","1000 US$","149279","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2003","2003","1000 US$","177084","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2004","2004","1000 US$","213374","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2005","2005","1000 US$","210141","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2006","2006","1000 US$","217735","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2007","2007","1000 US$","325679","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2008","2008","1000 US$","503001","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2009","2009","1000 US$","364260","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2010","2010","1000 US$","339713","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2011","2011","1000 US$","443536","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2012","2012","1000 US$","522182","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2013","2013","1000 US$","546655","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2014","2014","1000 US$","445092","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2015","2015","1000 US$","341220","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2016","2016","1000 US$","324416","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2017","2017","1000 US$","351211","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2018","2018","1000 US$","386189","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2019","2019","1000 US$","437305","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2020","2020","1000 US$","411919","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0115","Barley","2021","2021","1000 US$","508036","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2000","2000","tonnes","353920","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2001","2001","tonnes","84365","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2002","2002","tonnes","199786","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2003","2003","tonnes","201128","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2004","2004","tonnes","100471","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2005","2005","tonnes","403140","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2006","2006","tonnes","246928","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2007","2007","tonnes","236655","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2008","2008","tonnes","223995","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2009","2009","tonnes","186909","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2010","2010","tonnes","312321","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2011","2011","tonnes","168403","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2012","2012","tonnes","342001","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2013","2013","tonnes","311827","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2014","2014","tonnes","182956.1","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2015","2015","tonnes","222466.9","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2016","2016","tonnes","188173.23","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2017","2017","tonnes","207185.85","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2018","2018","tonnes","220778.55","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2019","2019","tonnes","214131.67","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2020","2020","tonnes","159687.34","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0115","Barley","2021","2021","tonnes","115391.33","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2000","2000","1000 US$","39454","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2001","2001","1000 US$","9710","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2002","2002","1000 US$","22281","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2003","2003","1000 US$","27528","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2004","2004","1000 US$","15830","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2005","2005","1000 US$","63217","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2006","2006","1000 US$","37700","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2007","2007","1000 US$","54986","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2008","2008","1000 US$","74837","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2009","2009","1000 US$","35203","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2010","2010","1000 US$","63507","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2011","2011","1000 US$","48571","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2012","2012","1000 US$","104942","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2013","2013","1000 US$","95150","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2014","2014","1000 US$","46012","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2015","2015","1000 US$","48403","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2016","2016","1000 US$","35095","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2017","2017","1000 US$","41084","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2018","2018","1000 US$","54732","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2019","2019","1000 US$","45758","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2020","2020","1000 US$","35921","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0115","Barley","2021","2021","1000 US$","29971","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2000","2000","tonnes","510164","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2001","2001","tonnes","542767","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2002","2002","tonnes","678639","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2003","2003","tonnes","759990","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2004","2004","tonnes","558945","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2005","2005","tonnes","564959","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2006","2006","tonnes","705381","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2007","2007","tonnes","1065927","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2008","2008","tonnes","1274928","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2009","2009","tonnes","809060","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2010","2010","tonnes","762296","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2011","2011","tonnes","1242225","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2012","2012","tonnes","1765928","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2013","2013","tonnes","1449712","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2014","2014","tonnes","1682320.19","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2015","2015","tonnes","1503523.86","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2016","2016","tonnes","1591992.1","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2017","2017","tonnes","1778958.78","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2018","2018","tonnes","1984881.14","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2019","2019","tonnes","1999695.08","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2020","2020","tonnes","1922955.86","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0112","Maize (corn)","2021","2021","tonnes","1919145.92","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2000","2000","1000 US$","87618","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2001","2001","1000 US$","86160","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2002","2002","1000 US$","107293","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2003","2003","1000 US$","140117","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2004","2004","1000 US$","133895","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2005","2005","1000 US$","120928","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2006","2006","1000 US$","155035","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2007","2007","1000 US$","289460","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2008","2008","1000 US$","423943","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2009","2009","1000 US$","231967","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2010","2010","1000 US$","209080","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2011","2011","1000 US$","415788","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2012","2012","1000 US$","492715","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2013","2013","1000 US$","485585","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2014","2014","1000 US$","441011","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2015","2015","1000 US$","323036","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2016","2016","1000 US$","338978","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2017","2017","1000 US$","393080","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2018","2018","1000 US$","443996","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2019","2019","1000 US$","437452","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2020","2020","1000 US$","445149","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0112","Maize (corn)","2021","2021","1000 US$","559321","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2000","2000","tonnes","45668","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2001","2001","tonnes","71462","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2002","2002","tonnes","117716","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2003","2003","tonnes","204130","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2004","2004","tonnes","232098","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2005","2005","tonnes","151124","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2006","2006","tonnes","280685","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2007","2007","tonnes","420784","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2008","2008","tonnes","550817","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2009","2009","tonnes","337808","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2010","2010","tonnes","174792","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2011","2011","tonnes","439155","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2012","2012","tonnes","537022","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2013","2013","tonnes","308541","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2014","2014","tonnes","362622.25","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2015","2015","tonnes","190316.56","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2016","2016","tonnes","346945.28","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2017","2017","tonnes","291611.53","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2018","2018","tonnes","346634.42","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2019","2019","tonnes","185738.73","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2020","2020","tonnes","144632.54","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0112","Maize (corn)","2021","2021","tonnes","204627.75","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2000","2000","1000 US$","12653","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2001","2001","1000 US$","15829","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2002","2002","1000 US$","21676","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2003","2003","1000 US$","42423","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2004","2004","1000 US$","54244","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2005","2005","1000 US$","35682","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2006","2006","1000 US$","60997","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2007","2007","1000 US$","125275","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2008","2008","1000 US$","181921","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2009","2009","1000 US$","79619","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2010","2010","1000 US$","48900","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2011","2011","1000 US$","147014","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2012","2012","1000 US$","171048","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2013","2013","1000 US$","100144","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2014","2014","1000 US$","103323","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2015","2015","1000 US$","47717","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2016","2016","1000 US$","78712","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2017","2017","1000 US$","68587","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2018","2018","1000 US$","85147","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2019","2019","1000 US$","45002","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2020","2020","1000 US$","40039","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0112","Maize (corn)","2021","2021","1000 US$","68961","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2000","2000","tonnes","3581041","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2001","2001","tonnes","3191437","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2002","2002","tonnes","3558075","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2003","2003","tonnes","3510144","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2004","2004","tonnes","3125192","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2005","2005","tonnes","3434944","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2006","2006","tonnes","3459994","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2007","2007","tonnes","3454100","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2008","2008","tonnes","3114544","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2009","2009","tonnes","3583802","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2010","2010","tonnes","3813394","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2011","2011","tonnes","3377584","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2012","2012","tonnes","3995298","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2013","2013","tonnes","3514945","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2014","2014","tonnes","3758993.89","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2015","2015","tonnes","4050058.22","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2016","2016","tonnes","4360987.31","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2017","2017","tonnes","4575143.01","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2018","2018","tonnes","4328195.36","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2019","2019","tonnes","3876059.01","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2020","2020","tonnes","3852303.34","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","0111","Wheat","2021","2021","tonnes","4394683.05","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2000","2000","1000 US$","440184","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2001","2001","1000 US$","380745","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2002","2002","1000 US$","429262","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2003","2003","1000 US$","533093","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2004","2004","1000 US$","555239","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2005","2005","1000 US$","522071","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2006","2006","1000 US$","575956","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2007","2007","1000 US$","938025","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2008","2008","1000 US$","1151471","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2009","2009","1000 US$","803496","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2010","2010","1000 US$","803447","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2011","2011","1000 US$","1047205","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2012","2012","1000 US$","1221087","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2013","2013","1000 US$","1132744","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2014","2014","1000 US$","1020275","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2015","2015","1000 US$","879938","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2016","2016","1000 US$","844208","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2017","2017","1000 US$","935216","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2018","2018","1000 US$","907017","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2019","2019","1000 US$","846325","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2020","2020","1000 US$","859193","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5622","Import Value","0111","Wheat","2021","2021","1000 US$","1205883","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2000","2000","tonnes","1093209","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2001","2001","tonnes","503625","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2002","2002","tonnes","505561","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2003","2003","tonnes","692984","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2004","2004","tonnes","892784","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2005","2005","tonnes","800593","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2006","2006","tonnes","885870","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2007","2007","tonnes","863090","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2008","2008","tonnes","975384","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2009","2009","tonnes","768865","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2010","2010","tonnes","717596","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2011","2011","tonnes","577528","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2012","2012","tonnes","648583","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2013","2013","tonnes","622055","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2014","2014","tonnes","741351.01","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2015","2015","tonnes","902070.47","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2016","2016","tonnes","802544","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2017","2017","tonnes","712994.06","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2018","2018","tonnes","757848.98","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2019","2019","tonnes","602669.71","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2020","2020","tonnes","637847.61","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","0111","Wheat","2021","2021","tonnes","581720.82","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0111","Wheat","2000","2000","1000 US$","145754","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0111","Wheat","2001","2001","1000 US$","62396","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0111","Wheat","2002","2002","1000 US$","67536","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0111","Wheat","2003","2003","1000 US$","113954","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0111","Wheat","2004","2004","1000 US$","173678","A","Official figure"
"TCL","Crops and livestock products","056","Belgium","5922","Export Value","0111","Wheat","2005","2005","1000 US$","134338","A","Official figure"
