Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","200.81839","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","289.865751","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","258.567312","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","235.491641","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","188.624716","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","179.374766","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","140.841427","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","150.962098","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","194.237097","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","186.267488","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2020","2020","millions","208.46762","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","24.82792","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","29.644948","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","40.649768","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","61.95681","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","67.50482","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","68.181276","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","65.385591","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","69.066994","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","68.309117","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","62.262783","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","60.953378","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","57.41634","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","57.542666","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","55.106591","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","56.532188","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","53.111175","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","50.399106","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","68.930449","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","470","Malta","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","58.047192","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","1399.540049","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","1261.115145","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","1750.496829","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","1471.382541","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","1315.724021","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","1531.72432","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","1602.709962","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","1800.271755","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","1715.651027","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","1687.316757","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","1828.02585","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","1586.804772","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","1720.751776","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","1345.308013","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","1129.02998","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","1190.219237","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","901.485579","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","1004.992288","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","528","Netherlands","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","1052.306039","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","1232.80979","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","909.551393","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","1539.954874","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","1654.618071","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","2663.280602","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","2980.834043","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","3197.31209","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","4618.465699","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","3288.632727","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","3413.590687","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","3315.391386","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","2771.037783","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","2434.335071","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","2050.694105","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","1658.840695","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","1885.21645","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","2166.245017","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","2945.690645","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","616","Poland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","2693.149276","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","943.687305","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","885.669873","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","1002.500844","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","1067.640138","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","1005.185793","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","812.278048","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","671.851636","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","650.148589","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","679.397807","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","651.855229","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","750.811226","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","622.614653","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","606.594211","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","854.006568","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","570.010416","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","441.224005","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","455.081895","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","505.482778","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","620","Portugal","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","481.292318","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","284.885563","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","294.323807","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","553.553036","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","940.233657","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","1113.722126","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","1567.649031","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","2344.304317","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","3317.852334","X","Figure from international organizations","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","2319.529732","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","1880.77032","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","2071.66658","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","1544.201603","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","1562.298735","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","1619.742175","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","1371.107597","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","1205.882957","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","1403.489623","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","1630.929779","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","642","Romania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","1452.385306","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","164.608743","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","192.13337","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","231.831641","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","317.15992","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","490.539263","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","536.770574","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","725.588848","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","1092.185315","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","1429.658252","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","1308.443951","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","1290.13342","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","308.527527","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","343.239525","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","327.703234","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","369.319237","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","262.157955","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","240.622091","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","294.057673","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","703","Slovakia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","314.572337","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","198.084746","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","231.770999","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","311.244086","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","307.806281","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","237.67427","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","271.737076","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","293.467075","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","380.88495","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","317.397942","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","226.616544","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","240.9464","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","245.913591","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","271.984929","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","211.575418","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","233.448568","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","187.390904","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","159.071911","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","705","Slovenia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","242.577272","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
