Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","2199.92041","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","2309.504072","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","2485.500676","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","2583.953926","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","2469.981803","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","2406.479237","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","2619.011941","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","2283.200064","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","2222.637711","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","2174.516601","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","1678.018035","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","1670.289078","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","1685.484316","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","1817.488991","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","246","Finland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","1757.574981","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","1882.757201","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","2143.895747","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","2107.142218","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","3839.25301","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","3852.658807","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","3789.794569","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","3895.228482","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","3916.946031","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","3902.237842","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","4311.001605","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","3688.024777","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","3715.821377","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","3406.982297","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","3830.280309","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","4110.20148","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","3575.082317","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","4690.436246","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","4115.626467","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","250","France","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","3314.764024","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","130.466281","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","350.37895","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","257.809462","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","1266.942297","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","378.785394","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","298.878751","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","294.233435","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","355.834472","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","387.406252","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","465.808047","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","475.645234","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","468.817688","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","544.420029","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","300","Greece","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","491.44931","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","868.822647","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","1514.021663","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","1368.974023","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","1434.041801","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","1374.068368","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","1345.995532","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","1548.747226","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","986.896231","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","959.021457","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","609.120237","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","718.022432","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","630.317075","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","606.401574","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","840.488388","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","662.028228","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","609.736316","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","734.801409","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","650.59367","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","348","Hungary","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","767.298562","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","1047.605838","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","1011.489637","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","1117.101391","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","1200.946155","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","1243.694971","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","1247.220013","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","1682.47592","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","3246.72932","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","1408.912445","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","1112.292852","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","1038.188388","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","1135.779607","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","955.335893","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","968.112636","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","852.872352","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","863.904483","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","920.690159","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","1034.516151","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","372","Ireland","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","982.89862","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","4204.884073","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","4586.129928","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","3481.80704","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","3639.343652","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","2706.063772","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","4419.545272","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","4218.234076","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","3912.551552","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","3989.756883","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","4007.708405","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","4341.387628","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","2847.254554","X","Figure from international organizations","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","2643.531471","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","3355.30963","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","1527.850394","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","1630.357001","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","1793.481836","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","1986.24739","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","380","Italy","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","2486.464834","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","275.039105","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","563.977737","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","329.227286","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","369.618134","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","139.300735","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","186.613337","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","135.186358","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","168.627858","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","103.076666","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","114.409271","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","151.230419","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","182.811758","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","428","Latvia","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","188.250834","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","273.185024","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","276.072148","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","342.240856","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","489.519199","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","521.63893","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","474.26713","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2010","2010","millions","383.52178","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2011","2011","millions","401.07088","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2012","2012","millions","314.81937","A","Official figure","Consolidated Central Government Expenditure Including Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2013","2013","millions","324.842133","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2014","2014","millions","326.00479","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2015","2015","millions","342.251628","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2016","2016","millions","288.569903","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2017","2017","millions","262.846308","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2018","2018","millions","248.743711","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","440","Lithuania","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2019","2019","millions","228.393489","A","Official figure","Consolidated Central Government Expenditure Excluding Social Security Funds"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2001","2001","millions","74.588926","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2002","2002","millions","85.783691","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2003","2003","millions","128.569051","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2004","2004","millions","147.160332","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2005","2005","millions","140.47237","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2006","2006","millions","144.200745","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2007","2007","millions","165.598754","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2008","2008","millions","166.206143","A","Official figure","Budgetary Central Government Expenditure"
"IG","Government Expenditure","442","Luxembourg","6110","Value US$","23161","Agriculture, forestry, fishing (Central Government)","2009","2009","millions","209.049057","A","Official figure","Budgetary Central Government Expenditure"
